user_input,retrieved_contexts,response,faithfulness,answer_relevancy,judge,case_id
취업 준비 중인데 이력서나 면접 컨설팅을 받을 수 있는 곳이 있을까요?,"['정책명: [조선대] 현직자 리얼토크 멘토링 : 하이트진로음료\n정책 설명: ○ 현직자 리얼토크 멘토링 : 하이트진로음료\n· 현직자가 알려주는 실무 이야기 및 취업 노하우 제공\n· 온라인 마케팅 현직자의 실제 업무 소개\n· 취업 준비 과정 및 합격 노하우 안내\n· 취업 전 알아야 할 현실 이야기 및 현직자 실시간 Q&A 운영\n지원 내용: ○ 온라인 마케팅 전략\n· 온라인 채널, 광고 기획, 퍼포먼스 마케팅 전략 노하우 전수\n○ 자사몰 운영\n· 자사몰 기획 및 운영 실무 전체 흐름 안내\n○ 콜라보 브랜딩\n· 타사와의 콜라보 브랜딩 및 마케팅 역량 안내\n○ 취업 준비 전략\n· 현직자의 취업 준비 경험 및 취업 노하우 공유\n○ 현직자 Q&A\n· 취업 관련 궁금한 사항 질의응답\n관련 키워드: 인턴\n대상 연령: 19세 ~ 39세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 광주시청']","이 정책은 현직자가 직접 취업 준비 과정과 합격 노하우를 안내해주며, 실시간 Q&A를 통해 취업 관련 궁금한 사항을 해결할 수 있는 기회를 제공합니다. 따라서 이 정책을 통해 이력서 작성이나 면접 준비에 대한 구체적인 조언을 받을 수 있을 것입니다.",,0.6422064089015462,ollama_qwen3_8b,exp_007
중소기업에 막 취업했는데 정착지원금 같은 게 있을까요?,"['정책명: 참 괜찮은 강소기업 선정 및 취업연계\n정책 설명: 구직자들이 선호할만한 우수 중소기업을 발굴하고 채용 정보 제공 및 매칭 지원을 통해 중소기업 일자리 미스매치 완화\n지원 내용: 기업정보 제공 및 매칭지원\n관련 키워드: 장기미취업청년,중소기업,벤처\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 중소벤처기업부 창업벤처혁신실 창업정책관']","제공된 정책 정보에 따르면, 중소기업에 취업한 경우 정착지원금에 대한 정보는 없습니다. 다만, 중소기업에 취업한 장기미취업청년을 대상으로 기업정보 제공 및 매칭지원을 통해 중소기업 일자리 미스매치를 완화하는 정책이 있습니다. 이 정책은 중소기업에 취업한 청년이 안정적으로 정착할 수 있도록 돕는 데 도움이 될 수 있습니다.",,0.7059550005341033,ollama_qwen3_8b,exp_008
장기 실업 상태인데 재취업 지원 프로그램이 있을까요?,"['정책명: 벤처기업 공동채용 지원사\n정책 설명: 채용수요가 있는 벤처기업들이 합동으로 취업포탈 사이트에 취업 공고 게시 및 채용박람회 등을 통해 벤처기업이 우수 인재채용을 지\n지원 내용: 벤처기업 공동채용을 통한 입사자 등 벤처 신입직원을 대상으로 벤처이해를 포함한 기초소양 및 직무역량 향상 교육 실시\n관련 키워드: 중소기업,벤처,장기미취업청년\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 중소벤처기업부 창업벤처혁신실 창업정책관']","중소벤처기업부에서 운영하는 벤처기업 공동채용 지원사 정책을 통해 장기 실업 상태인 분들이 벤처기업에 취업할 수 있는 기회를 얻을 수 있습니다. 이 정책은 벤처기업들이 합동으로 취업 포탈 사이트에 취업 공고 게시 및 채용박람회 등을 통해 우수 인재를 채용하는 것을 지원합니다. 또한, 입사자 및 신입직원을 대상으로 벤처 이해를 포함한 기초 소양 및 직무 역량 향상 교육을 실시하여 재취업에 도움이 될 수 있습니다.",,0.559077118184697,ollama_qwen3_8b,exp_009
인턴십을 하고 싶은데 지원 프로그램이 있을까요?,"['정책명: (인천교통공사)청년 체험형 인턴 운영\n정책 설명: 청년층의 취업난 완화와 직무 체험기회 제공을 통한 취업역량강화\n지원 내용: ○ 오리엔테이션 및 교육 실시 : 채용제도 설명, 소양교육, 공사직무소개 등\n○ 멘토링 프로그램 운영 : 부서별 멘토링, 인턴사원 성과보고서 제출 \n○ 부서 배치 및 업무 할당을 통한 직무체험\n관련 키워드: 인턴\n대상 연령: 19세 ~ 34세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 인천광역시 청년정책담당관']","인천교통공사에서 운영하는 청년 체험형 인턴 프로그램이 있습니다. 이 프로그램은 19세에서 34세까지의 청년층을 대상으로 오리엔테이션, 교육, 멘토링 등을 통해 직무 체험 기회를 제공합니다. 이를 통해 취업 역량을 강화하고 취업난을 완화할 수 있습니다.",,,ollama_qwen3_8b,exp_010
이직을 준비 중인데 도움받을 수 있는 정책이 있나요?,['정책명: 고용이음 안착 지원금(이·전직) 지원(2026년 광주 고용이음 위기 극복 프로젝트)\n정책 설명: ○ 사업 목적\r\n· 고용위기 선제대응 지역의 위기로 인한 이‧전직 근로자를 지원하여 조기 이탈 방지 및 고용 안정 유도\r\n\r\n○ 지원 내용\r\n· 안착 지원금(이·전직) 1회 지원\n지원 내용: ○ 안착 지원금(이·전직) 1회\r\n· 이직자: 100만원(지원 대상 산업 → 지원 대상 산업)\r\n· 전직자: 50만원(지원 대상 산업 → 그 외 산업)\r\n· 지역 구분 적용 기준: 근로자 주소지 아닌 직전 사업장 소재지 기준\n관련 키워드: 보조금\n대상 연령: 15세 ~ 59세\n신청 기간: 20260430 ~ 20261231\n소득 조건: 제한없음\n주관 기관: 광주시청'],"이직을 준비 중이라면, 광주시청에서 운영하는 '고용이음 안착 지원금(이·전직) 지원' 정책을 활용할 수 있습니다. 이 정책은 고용위기 선제대응 지역의 이직 근로자를 지원하여 조기 이탈 방지 및 고용 안정 유도를 목표로 합니다. 이직자의 경우, 지원 대상 산업에서 다른 지원 대상 산업으로 이직할 때 100만원의 안착 지원금을 1회 받을 수 있습니다. 신청 기간은 2026년 4월 30일부터 2026년 12월 31일까지이며, 소득 조건은 제한이 없습니다.",,,ollama_qwen3_8b,exp_011
졸업 후 첫 직장을 구하고 있는데 취업 지원금이 있을까요?,"['정책명: 참 괜찮은 강소기업 선정 및 취업연계\n정책 설명: 구직자들이 선호할만한 우수 중소기업을 발굴하고 채용 정보 제공 및 매칭 지원을 통해 중소기업 일자리 미스매치 완화\n지원 내용: 기업정보 제공 및 매칭지원\n관련 키워드: 장기미취업청년,중소기업,벤처\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 중소벤처기업부 창업벤처혁신실 창업정책관']","이 정책은 취업 지원금을 제공하는 것이 아니라, 중소기업의 채용 정보를 제공하고 구직자와 기업을 매칭해주는 정책입니다. 따라서 이 정책을 통해 직접적인 취업 지원금을 받을 수는 없습니다. 하지만, 중소기업의 채용 정보를 쉽게 접하고 매칭 지원을 받을 수 있어 취업 기회를 넓힐 수 있습니다.",,,ollama_qwen3_8b,exp_012
직업훈련을 받고 싶은데 무료로 들을 수 있는 과정이 있을까요?,"['정책명: 한국형 온라인 공개강좌(K-MOOC)\n정책 설명: 대학, 연구기관 등이 제작한 우수한 강좌를 온라인 플랫폼으로 제공\n지원 내용: 대학, 공공기관 등이 개발한 온라인 강좌를 K-MOOC 플랫폼에 탑재하고, 모든 국민에게 무료 개방하여 누구나 학습할 수 있도록 지원\n관련 키워드: 교육지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 교육부']","한국형 온라인 공개강좌(K-MOOC) 정책은 대학, 연구기관 등이 제작한 우수한 강좌를 온라인 플랫폼으로 제공하여 누구나 무료로 학습할 수 있도록 지원합니다. 이 정책은 직업훈련을 받고 싶은 사람들에게 무료로 다양한 강좌를 제공하여 학습 기회를 확대하는 데 도움이 됩니다.",,,ollama_qwen3_8b,exp_013
전세 계약을 앞두고 있는데 보증금 대출 지원이 있을까요?,"[""정책명: 전세보증금반환보증 보증료 지원\n정책 설명: 전세사기, 역전세 등 임차인이 전세보증금을 돌려받지 못하는 전세 피해를 예방하고, 상대적으로 주거 취약계층인 청년 및 저소득층의 주거 안정을 도모\n지원 내용: ○ 지원대상\n- 신청일 기준 유효한 전세보증금반환보증(HUG, HF, SGI)에 가입한 임차보증금 3억원 이하, 연소득 (청년) 5천만원, (청년외) 6천만원, (신혼부부) 7.5천만원 이하 무주택 임차인\n\n○ 지원금\n- 신청인이 기납부한 전세보증금반환보증 보증료에 대해 최대 40만원 한도 내 지원('25.3.30 이전 가입건은 최대 30만원 지원)\nㆍ단, 청년외의 경우 신청인이 기납부한 보증료의 90%를 최대 40만원 한도 내 지원\n\n○ 신청시기\n- 연중 (지자체별 예산 소진시 조기 마감)\n관련 키워드: 주거지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국고용정보원""]","이 정책은 전세보증금반환보증 보증료를 지원하는 정책으로, 전세 계약을 앞둔 분들에게 보증금 대출 지원이 아니라 보증료를 지원해줍니다. 전세보증금반환보증에 가입한 임차인 중 연소득 조건을 충족하는 청년, 저소득층, 신혼부부에게 보증료를 최대 40만원 한도 내에서 지원합니다.",,,ollama_qwen3_8b,exp_014
청년 임대주택에 입주하고 싶은데 어떻게 신청하나요?,"['정책명: 부산 청년 맞춤형 민간임대주택 공급(희망더함주택)\n정책 설명: 대중교통 이용이 편리한 지역에 규제 완화를 통해 양질의 저렴한 공공지원민간임대주택을 10년간 청년층에게 공급\n지원 내용: - 공급대상: 19세 이상 39세 이하 무주택 청년 및 신혼부부\r\n - 임 대 료: 주변시세의 85%이하\r\n   (일반공급 85%이하, 특별공급 75% 이하)\r\n - 규제완화: 용적률 법적 상한까지 완화, 건축물 최고높이 적용 배제\r\n - 대 상 지: 역세권, 주요도로변 / 상업, 주거, 준공업지역\r\n  ▸ 주요도로변: 역세권이 아닌 지역으로서, 부산광역시도로부터 50m 이내 지역\r\n  ▸ 역 세 권: 승강장 경계 기준으로 역세권 유형에 따라 범위(500m, 350m) 설정\n관련 키워드: 주거지원\n대상 연령: 19세 ~ 39세\n신청 기간: \n소득 조건: 「민간임대주택에 관한 특별법 시행규칙」[별표1] 참조\n주관 기관: 부산광역시 청년산학국 청년정책과']",부산 청년 맞춤형 민간임대주택 공급(희망더함주택) 정책을 통해 대중교통 이용이 편리한 지역에 규제 완화를 통해 양질의 저렴한 공공지원민간임대주택을 10년간 청년층에게 공급합니다. 19세 이상 39세 이하 무주택 청년 및 신혼부부가 지원 대상입니다. 신청 기간과 소득 조건은 「민간임대주택에 관한 특별법 시행규칙」[별표1]을 참고하시기 바랍니다. 신청은 부산광역시 청년산학국 청년정책과에서 담당합니다.,,,ollama_qwen3_8b,exp_015
이사할 때 이사비를 지원해주는 정책이 있을까요?,"[""정책명: 전세보증금반환보증 보증료 지원\n정책 설명: 전세사기, 역전세 등 임차인이 전세보증금을 돌려받지 못하는 전세 피해를 예방하고, 상대적으로 주거 취약계층인 청년 및 저소득층의 주거 안정을 도모\n지원 내용: ○ 지원대상\n- 신청일 기준 유효한 전세보증금반환보증(HUG, HF, SGI)에 가입한 임차보증금 3억원 이하, 연소득 (청년) 5천만원, (청년외) 6천만원, (신혼부부) 7.5천만원 이하 무주택 임차인\n\n○ 지원금\n- 신청인이 기납부한 전세보증금반환보증 보증료에 대해 최대 40만원 한도 내 지원('25.3.30 이전 가입건은 최대 30만원 지원)\nㆍ단, 청년외의 경우 신청인이 기납부한 보증료의 90%를 최대 40만원 한도 내 지원\n\n○ 신청시기\n- 연중 (지자체별 예산 소진시 조기 마감)\n관련 키워드: 주거지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국고용정보원""]","제공된 정책 정보에 따르면, 전세보증금반환보증 보증료를 지원하는 정책이 있습니다. 이 정책은 전세사기나 역전세로 인해 전세보증금을 돌려받지 못하는 피해를 예방하고, 청년 및 저소득층의 주거 안정을 도모하는 것을 목표로 합니다. 이 정책을 통해 전세보증금반환보증 보증료를 최대 40만원 한도 내에서 지원받을 수 있습니다. 따라서 이사할 때 전세보증금반환보증 보증료를 지원받을 수 있다면, 이사비 부담을 줄일 수 있습니다.",,,ollama_qwen3_8b,exp_016
기숙사비가 부담되는데 지원받을 방법이 있을까요?,"['정책명: 대학생 연합생활관(은행권,고양)\n정책 설명: 대학생 주거안정을 위해 민간기부(은행연합회)를 통해 설립된 대학생 연합생활관\n지원 내용: 대학생 주거안정을 위한 기숙사 지원\n - 위치: 경기도 고양시 덕양구 원흥1로 23\n - 정원: 986명(2인 1실)\n - 기숙사비: 월 15만원(보증금 15만원)\n - 입주대상: 대한민국 소재 국내 대학(원)에 입학예정 또는 재적 중인 대학생(세부내용 선발공고 참조)\n관련 키워드: 교육지원,주거지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국장학재단 청년주거지원부']","대학생 연합생활관 정책을 통해 대학생 주거안정을 위한 기숙사 지원을 받을 수 있습니다. 이 정책은 경기도 고양시에 위치한 대학생 연합생활관에서 월 15만원(보증금 15만원)의 기숙사비를 부담할 수 있도록 지원합니다. 대한민국 소재 국내 대학에 입학예정 또는 재적 중인 대학생이라면 누구나 신청할 수 있으며, 소득 조건이 제한되지 않아 기숙사비가 부담되는 대학생에게 큰 도움이 될 수 있습니다.",,0.562379890275314,ollama_qwen3_8b,exp_017
지방에서 서울로 상경했는데 주거 지원이 있을까요?,"['정책명: 대학생 연합생활관(은행권,고양)\n정책 설명: 대학생 주거안정을 위해 민간기부(은행연합회)를 통해 설립된 대학생 연합생활관\n지원 내용: 대학생 주거안정을 위한 기숙사 지원\n - 위치: 경기도 고양시 덕양구 원흥1로 23\n - 정원: 986명(2인 1실)\n - 기숙사비: 월 15만원(보증금 15만원)\n - 입주대상: 대한민국 소재 국내 대학(원)에 입학예정 또는 재적 중인 대학생(세부내용 선발공고 참조)\n관련 키워드: 교육지원,주거지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국장학재단 청년주거지원부']","네, 서울로 상경한 대학생을 위한 주거 지원이 있습니다. 경기도 고양시에 위치한 대학생 연합생활관에서 대학생 주거안정을 위한 기숙사 지원을 제공하고 있습니다. 이 기숙사는 월 15만원(보증금 15만원)의 비용으로 2인 1실을 이용할 수 있으며, 대한민국 소재 국내 대학에 입학예정 또는 재적 중인 대학생이 대상입니다.",,0.6409937881932125,ollama_qwen3_8b,exp_018
전세사기 피해를 입었는데 지원받을 수 있는 정책이 있나요?,"[""정책명: 전세보증금반환보증 보증료 지원\n정책 설명: 전세사기, 역전세 등 임차인이 전세보증금을 돌려받지 못하는 전세 피해를 예방하고, 상대적으로 주거 취약계층인 청년 및 저소득층의 주거 안정을 도모\n지원 내용: ○ 지원대상\n- 신청일 기준 유효한 전세보증금반환보증(HUG, HF, SGI)에 가입한 임차보증금 3억원 이하, 연소득 (청년) 5천만원, (청년외) 6천만원, (신혼부부) 7.5천만원 이하 무주택 임차인\n\n○ 지원금\n- 신청인이 기납부한 전세보증금반환보증 보증료에 대해 최대 40만원 한도 내 지원('25.3.30 이전 가입건은 최대 30만원 지원)\nㆍ단, 청년외의 경우 신청인이 기납부한 보증료의 90%를 최대 40만원 한도 내 지원\n\n○ 신청시기\n- 연중 (지자체별 예산 소진시 조기 마감)\n관련 키워드: 주거지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국고용정보원""]","전세사기 피해를 예방하고, 청년 및 저소득층의 주거 안정을 도모하는 정책인 '전세보증금반환보증 보증료 지원'이 있습니다. 이 정책은 전세보증금반환보증에 가입한 임차인에게 보증료를 지원하여 전세사기 피해를 줄이는 데 도움이 됩니다.",,,ollama_qwen3_8b,exp_019
신혼부부인데 주택 마련 지원이 있을까요?,"['정책명: 전세보증금반환보증 보증료 지원\n정책 설명: 무주택 임차인의 전세보증금반환보증 가입을 유도하여 전세사기 피해를 예방하기 위한 전세보증금반환보증 보증료 지원\n지원 내용: 납부한 보증료의 전부 또는 일부(최대 40만원*)를 본인 계좌로 이체\n * &apos;26.3.31. 이후 보증 가입자만 해당 (&apos;26.3.30. 이전 보증 가입자는 최대 30만원) \n\n- 청년* 임차인 : 신청인이 기 납부한 보증료 (최대 40만원)\n- 청년* 외 임차인 : 신청인이 기 납부한 보증료의 90% (최대 40만원)\n- 신혼부부** 임차인 : 신청인이 기납부한 보증료 (최대 40만원)\n\n * 신청일 기준 만19세~만39세 \n ** 신청일 기준 혼인신고일이 7년 이내인 부부, 신혼부부 유형으로 대출을 받거나 신혼부부 유형으로 보증료 할인을 받은 경우 (연령 무관)\n관련 키워드: 주거지원\n대상 연령: 19세 ~ 39세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 광주시청']","네, 신혼부부라면 전세보증금반환보증 보증료 지원 정책을 통해 전세보증금반환보증 가입 시 보증료의 일부를 지원받을 수 있습니다. 신혼부부 유형으로 대출을 받거나 보증료 할인을 받은 경우라면 보증료의 최대 40만원까지 지원받을 수 있습니다.",,0.7630461739520765,ollama_qwen3_8b,exp_020
주거급여를 받을 수 있는지 궁금해요.,"[""정책명: 전세보증금반환보증 보증료 지원\n정책 설명: 전세사기, 역전세 등 임차인이 전세보증금을 돌려받지 못하는 전세 피해를 예방하고, 상대적으로 주거 취약계층인 청년 및 저소득층의 주거 안정을 도모\n지원 내용: ○ 지원대상\n- 신청일 기준 유효한 전세보증금반환보증(HUG, HF, SGI)에 가입한 임차보증금 3억원 이하, 연소득 (청년) 5천만원, (청년외) 6천만원, (신혼부부) 7.5천만원 이하 무주택 임차인\n\n○ 지원금\n- 신청인이 기납부한 전세보증금반환보증 보증료에 대해 최대 40만원 한도 내 지원('25.3.30 이전 가입건은 최대 30만원 지원)\nㆍ단, 청년외의 경우 신청인이 기납부한 보증료의 90%를 최대 40만원 한도 내 지원\n\n○ 신청시기\n- 연중 (지자체별 예산 소진시 조기 마감)\n관련 키워드: 주거지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국고용정보원""]","주거급여는 아니지만, 전세보증금반환보증 보증료를 지원받을 수 있습니다. 전세보증금반환보증에 가입한 임차인 중 연소득이 5천만원 이하인 청년, 6천만원 이하인 일반, 7.5천만원 이하인 신혼부부인 경우, 기납부한 보증료에 대해 최대 40만원 한도 내 지원받을 수 있습니다.",,,ollama_qwen3_8b,exp_021
귀농을 준비 중인데 주거 지원이 있을까요?,['정책명: (광양시)귀농귀촌 보금자리 조성 지원\n정책 설명: 귀농귀촌 희망자에게 농어촌민박 보금자리와 체험비를 지원해 농촌 정착을 돕는 사업입니다.\n지원 내용: -농어촌민박 월세 지원(8개월)\n-체험비 등 참가자 지원\n-보금자리 2개소 운영\n관련 키워드: 주거지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 전라남도 광양시 미래산업국'],광양시에서 귀농귀촌 희망자에게 농어촌민박 보금자리와 체험비를 지원하는 정책이 있습니다. 이 정책은 귀농을 준비하는 분들에게 8개월 동안 월세를 지원해 주거 문제를 해결하는 데 도움이 됩니다.,,0.5412700083416627,ollama_qwen3_8b,exp_022
고시원에서 나와 독립하고 싶은데 지원받을 수 있는 정책이 있을까요?,"['정책명: 대학생 연합생활관(은행권,고양)\n정책 설명: 대학생 주거안정을 위해 민간기부(은행연합회)를 통해 설립된 대학생 연합생활관\n지원 내용: 대학생 주거안정을 위한 기숙사 지원\n - 위치: 경기도 고양시 덕양구 원흥1로 23\n - 정원: 986명(2인 1실)\n - 기숙사비: 월 15만원(보증금 15만원)\n - 입주대상: 대한민국 소재 국내 대학(원)에 입학예정 또는 재적 중인 대학생(세부내용 선발공고 참조)\n관련 키워드: 교육지원,주거지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국장학재단 청년주거지원부']","대학생 연합생활관 정책은 대학생 주거안정을 위해 설립된 기숙사입니다. 경기도 고양시에 위치해 있으며, 월 15만원(보증금 15만원)의 기숙사비를 부담하면 2인 1실에서 생활할 수 있습니다. 대한민국 소재 국내 대학에 입학예정 또는 재적 중인 대학생이라면 누구나 신청할 수 있습니다. 이 정책을 통해 고시원에서 독립하여 안정적인 주거를 확보할 수 있습니다.",,,ollama_qwen3_8b,exp_023
온라인 강의를 무료로 들을 수 있는 청년 지원 프로그램이 있을까요?,"['정책명: 한국형 온라인 공개강좌(K-MOOC)\n정책 설명: 대학, 연구기관 등이 제작한 우수한 강좌를 온라인 플랫폼으로 제공\n지원 내용: 대학, 공공기관 등이 개발한 온라인 강좌를 K-MOOC 플랫폼에 탑재하고, 모든 국민에게 무료 개방하여 누구나 학습할 수 있도록 지원\n관련 키워드: 교육지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 교육부']","한국형 온라인 공개강좌(K-MOOC) 정책은 대학, 연구기관 등이 제작한 우수한 강좌를 온라인 플랫폼으로 제공하여 모든 국민이 무료로 학습할 수 있도록 지원합니다. 이 정책은 청년들이 온라인 강의를 무료로 들을 수 있는 기회를 제공하여 교육 기회를 확대하는 데 도움이 됩니다.",,,ollama_qwen3_8b,exp_024
어학연수를 가고 싶은데 지원받을 수 있는 정책이 있나요?,"['정책명: 국제기구 직업체험 프로그램\n정책 설명: 인천 청년들의 국제기구 진출 발판 마련 및 경력 형성 제고를 위해 국제기구에서의 직업체험(청년인턴십) 기회 제공\n지원 내용: ○ 대상기관: 인천 소재 국제기구 15개소\n - UN산하기구(9) : UNAPCICT, UNESCAP/NEASPEC, UNCITRAL, UNPOG, UNDRR ONEA/GETI, UNOSD, CTCN 등 \n - 국제기구(6) : GCF, World Bank, GGGI, EAAFP, AFOB, A-WEB 등\n○ 활동분야\n - 국제기구 주최 각종 행사 및 회의 진행 지원\n - 국제기구 행정 업무 보조, 통·번역 작업 등\n- 국제기구 각종 홍보 활동 지원 등 기타 국제기구 업무 보조\n○ 지원사항\n - 참가확인서 발급 및 활동시간에 따른 활동비 지급\n - 단체보험 가입 지원\n관련 키워드: 인턴,해외진출\n대상 연령: 19세 ~ 34세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 인천광역시 청년정책담당관']","인천에 거주하는 19세에서 34세 사이의 청년은 국제기구 직업체험 프로그램에 지원할 수 있습니다. 이 프로그램은 국제기구에서의 직업체험 기회를 제공하며, 통·번역 작업 등 다양한 활동을 통해 어학 실력을 향상시킬 수 있습니다. 또한, 참가확인서 발급 및 활동시간에 따른 활동비 지급, 단체보험 가입 지원 등의 혜택을 받을 수 있습니다.",,0.5418556297386057,ollama_qwen3_8b,exp_025
코딩 부트캠프를 듣고 싶은데 국비지원 과정이 있을까요?,"['정책명: ICT이노베이션스퀘어 확산사업\n정책 설명: 디지털전환 시대의 핵심기술인 AI, 블록체인 등 ICT/SW 분야의 실무형 전문인재 양성 ※ (종전) AI배울랑교\n지원 내용: ○ 사업기간 : ‘20.9.~’26.12.(계속)\n  ○ 총사업비 : 12,864백만원(국 10,524, 시 2,340) ※ 법정부담률 : 국비의 25%\n  ○ 사업내용\n   - (교육운영) AI·블록체인‧코딩 분야 전문인력 양성\n   - (과정개발) 채용연계 기업협력프로젝트 운영\n   - (사업확산) AI테크데이, 채용박람회 추진\n  ○ 교육대상 : 예비 취‧창업자, 대학생, 재직자 등\n  ○ 수행기관 : 울산정보산업진흥원\n관련 키워드: 교육지원\n대상 연령: 세 ~ 세\n신청 기간: 20200901 ~ 20261231\n소득 조건: 제한없음\n주관 기관: 울산광역시 기업투자국']","네, 있습니다. ICT이노베이션스퀘어 확산사업은 AI, 블록체인, 코딩 분야의 실무형 전문인재를 양성하는 교육을 지원합니다. 이 정책은 예비 취‧창업자, 대학생, 재직자 등 다양한 교육대상을 대상으로 하며, 국비와 시비로 총 12,864백만원의 사업비가 지원됩니다. 따라서 코딩 부트캠프를 듣고 싶다면 이 정책을 통해 교육을 받을 수 있습니다.",,0.6170740573399905,ollama_qwen3_8b,exp_026
고등학교를 중퇴했는데 학업 복귀를 지원하는 정책이 있을까요?,"[""정책명: 온국민평생배움터 운영\n정책 설명: 학습콘텐츠 제공-학습이력 관리-학습결과 활용을 위한 평생교육 통합 플랫폼을 구축ㆍ지원하여 4차 산업혁명시대에 대응하는 청년 미래 역량 강화\n지원 내용: 학습자가 온라인 평생교육ㆍ훈련 콘텐츠를 맞춤형으로 제공받고 학습ㆍ훈련 이력을 한번에 관리할 수 있는 '온국민평생배움터' 운영\n관련 키워드: 교육지원\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 교육부 고등평생정책실 평생교육지원관""]","온국민평생배움터 운영 정책은 학습콘텐츠 제공, 학습이력 관리, 학습결과 활용을 위한 평생교육 통합 플랫폼을 구축하여 4차 산업혁명 시대에 대응하는 청년 미래 역량 강화에 도움을 줍니다. 이 정책은 학습자가 온라인 평생교육 및 훈련 콘텐츠를 맞춤형으로 제공받고 학습 및 훈련 이력을 한번에 관리할 수 있도록 지원합니다. 따라서 고등학교를 중퇴한 청년이 학업 복귀를 원할 때, 이 정책을 통해 필요한 교육을 받을 수 있습니다.",,0.6016258311167875,ollama_qwen3_8b,exp_027
대학생인데 교재비를 지원받을 수 있나요?,"['정책명: K-패스(K패스)\n정책 설명: ○ 국민 교통비 절감 및 대중교통 이용 활성화를 위해 정기적 대중교통 이용시 교통비 지출액의 일정비율 환급\n○ 월15회 이상 K-패스 교통카드 사용 시 청년(19~34세) 대중교통비 30% 환급\n지원 내용: ○ 월 15회 이상 대중교통 이용 시 지출액의 일정비율 환급(1일 최대 2회, 월 최대 60회까지)\n- 일반층 : 20%\n- 청년층 : 30% , ㆍ 청년기본법에 따른 만19~34세\n- 저소득층 : 53%, ㆍ 기초생활보장법에 따른 기초생활수급자 및 차상위계층\n- 2자녀가구 : 30%\n- 3자녀 이상 가구 : 50%\n관련 키워드: 보조금\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국고용정보원']","K-패스 정책은 대중교통 이용 시 교통비 지출액의 일정 비율을 환급해주는 정책으로, 교재비 지원과는 관련이 없습니다. 따라서 대학생으로서 교재비를 지원받을 수 있는 방법은 아닙니다.",,,ollama_qwen3_8b,exp_028
군 제대 후 복학을 준비 중인데 지원받을 수 있는 정책이 있을까요?,"['정책명: K-패스(K패스)\n정책 설명: ○ 국민 교통비 절감 및 대중교통 이용 활성화를 위해 정기적 대중교통 이용시 교통비 지출액의 일정비율 환급\n○ 월15회 이상 K-패스 교통카드 사용 시 청년(19~34세) 대중교통비 30% 환급\n지원 내용: ○ 월 15회 이상 대중교통 이용 시 지출액의 일정비율 환급(1일 최대 2회, 월 최대 60회까지)\n- 일반층 : 20%\n- 청년층 : 30% , ㆍ 청년기본법에 따른 만19~34세\n- 저소득층 : 53%, ㆍ 기초생활보장법에 따른 기초생활수급자 및 차상위계층\n- 2자녀가구 : 30%\n- 3자녀 이상 가구 : 50%\n관련 키워드: 보조금\n대상 연령: 세 ~ 세\n신청 기간: \n소득 조건: 제한없음\n주관 기관: 한국고용정보원']","K-패스 정책은 국민의 교통비 절감 및 대중교통 이용 활성화를 위해 정기적 대중교통 이용 시 교통비 지출액의 일정 비율을 환급해주는 정책입니다. 군 제대 후 복학을 준비 중인 경우, 만 19세에서 34세 사이의 청년층에 해당하면 대중교통비의 30%를 환급받을 수 있습니다. 월 15회 이상 대중교통을 이용하면 이 혜택을 받을 수 있습니다.",,0.5307499115440297,ollama_qwen3_8b,exp_029
